,parents,has_nurs,form,children,housing,finance,social,health,class
40,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_convenient,social_slightly_prob,health_priority,priority
41,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_convenient,social_slightly_prob,health_not_recom,not_recom
42,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_convenient,social_problematic,health_recommended,priority
43,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_convenient,social_problematic,health_priority,priority
44,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_convenient,social_problematic,health_not_recom,not_recom
45,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_inconv,social_nonprob,health_recommended,very_recom
46,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_inconv,social_nonprob,health_priority,priority
47,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_inconv,social_nonprob,health_not_recom,not_recom
48,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_inconv,social_slightly_prob,health_recommended,very_recom
49,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_inconv,social_slightly_prob,health_priority,priority
50,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_inconv,social_slightly_prob,health_not_recom,not_recom
51,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_inconv,social_problematic,health_recommended,priority
52,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_inconv,social_problematic,health_priority,priority
53,parents_usual,has_nurs_proper,form_complete,children_1,housing_critical,finance_inconv,social_problematic,health_not_recom,not_recom
54,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_convenient,social_nonprob,health_recommended,very_recom
55,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_convenient,social_nonprob,health_priority,priority
56,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_convenient,social_nonprob,health_not_recom,not_recom
57,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_convenient,social_slightly_prob,health_recommended,very_recom
58,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_convenient,social_slightly_prob,health_priority,priority
59,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_convenient,social_slightly_prob,health_not_recom,not_recom
60,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_convenient,social_problematic,health_recommended,priority
61,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_convenient,social_problematic,health_priority,priority
62,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_convenient,social_problematic,health_not_recom,not_recom
63,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_inconv,social_nonprob,health_recommended,very_recom
64,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_inconv,social_nonprob,health_priority,priority
65,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_inconv,social_nonprob,health_not_recom,not_recom
66,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_inconv,social_slightly_prob,health_recommended,very_recom
67,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_inconv,social_slightly_prob,health_priority,priority
68,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_inconv,social_slightly_prob,health_not_recom,not_recom
69,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_inconv,social_problematic,health_recommended,priority
70,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_inconv,social_problematic,health_priority,priority
71,parents_usual,has_nurs_proper,form_complete,children_2,housing_convenient,finance_inconv,social_problematic,health_not_recom,not_recom
72,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_convenient,social_nonprob,health_recommended,very_recom
73,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_convenient,social_nonprob,health_priority,priority
74,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_convenient,social_nonprob,health_not_recom,not_recom
75,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_convenient,social_slightly_prob,health_recommended,very_recom
76,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_convenient,social_slightly_prob,health_priority,priority
77,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_convenient,social_slightly_prob,health_not_recom,not_recom
78,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_convenient,social_problematic,health_recommended,priority
79,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_convenient,social_problematic,health_priority,priority
80,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_convenient,social_problematic,health_not_recom,not_recom
81,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_inconv,social_nonprob,health_recommended,very_recom
82,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_inconv,social_nonprob,health_priority,priority
83,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_inconv,social_nonprob,health_not_recom,not_recom
84,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_inconv,social_slightly_prob,health_recommended,very_recom
85,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_inconv,social_slightly_prob,health_priority,priority
86,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_inconv,social_slightly_prob,health_not_recom,not_recom
87,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_inconv,social_problematic,health_recommended,priority
88,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_inconv,social_problematic,health_priority,priority
89,parents_usual,has_nurs_proper,form_complete,children_2,housing_less_conv,finance_inconv,social_problematic,health_not_recom,not_recom
90,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_convenient,social_nonprob,health_recommended,priority
91,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_convenient,social_nonprob,health_priority,priority
92,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_convenient,social_nonprob,health_not_recom,not_recom
93,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_convenient,social_slightly_prob,health_recommended,priority
94,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_convenient,social_slightly_prob,health_priority,priority
95,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_convenient,social_slightly_prob,health_not_recom,not_recom
96,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_convenient,social_problematic,health_recommended,priority
97,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_convenient,social_problematic,health_priority,priority
98,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_convenient,social_problematic,health_not_recom,not_recom
99,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_inconv,social_nonprob,health_recommended,priority
100,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_inconv,social_nonprob,health_priority,priority
101,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_inconv,social_nonprob,health_not_recom,not_recom
102,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_inconv,social_slightly_prob,health_recommended,priority
103,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_inconv,social_slightly_prob,health_priority,priority
104,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_inconv,social_slightly_prob,health_not_recom,not_recom
105,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_inconv,social_problematic,health_recommended,priority
106,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_inconv,social_problematic,health_priority,priority
107,parents_usual,has_nurs_proper,form_complete,children_2,housing_critical,finance_inconv,social_problematic,health_not_recom,not_recom
108,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_convenient,social_nonprob,health_recommended,very_recom
109,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_convenient,social_nonprob,health_priority,priority
110,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_convenient,social_nonprob,health_not_recom,not_recom
111,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_convenient,social_slightly_prob,health_recommended,very_recom
112,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_convenient,social_slightly_prob,health_priority,priority
113,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_convenient,social_slightly_prob,health_not_recom,not_recom
114,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_convenient,social_problematic,health_recommended,priority
115,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_convenient,social_problematic,health_priority,priority
116,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_convenient,social_problematic,health_not_recom,not_recom
117,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_inconv,social_nonprob,health_recommended,priority
118,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_inconv,social_nonprob,health_priority,priority
119,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_inconv,social_nonprob,health_not_recom,not_recom
120,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_inconv,social_slightly_prob,health_recommended,priority
121,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_inconv,social_slightly_prob,health_priority,priority
122,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_inconv,social_slightly_prob,health_not_recom,not_recom
123,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_inconv,social_problematic,health_recommended,priority
124,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_inconv,social_problematic,health_priority,priority
125,parents_usual,has_nurs_proper,form_complete,children_3,housing_convenient,finance_inconv,social_problematic,health_not_recom,not_recom
126,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_convenient,social_nonprob,health_recommended,priority
127,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_convenient,social_nonprob,health_priority,priority
128,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_convenient,social_nonprob,health_not_recom,not_recom
129,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_convenient,social_slightly_prob,health_recommended,priority
130,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_convenient,social_slightly_prob,health_priority,priority
131,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_convenient,social_slightly_prob,health_not_recom,not_recom
132,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_convenient,social_problematic,health_recommended,priority
133,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_convenient,social_problematic,health_priority,priority
134,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_convenient,social_problematic,health_not_recom,not_recom
135,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_inconv,social_nonprob,health_recommended,priority
136,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_inconv,social_nonprob,health_priority,priority
137,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_inconv,social_nonprob,health_not_recom,not_recom
138,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_inconv,social_slightly_prob,health_recommended,priority
139,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_inconv,social_slightly_prob,health_priority,priority
140,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_inconv,social_slightly_prob,health_not_recom,not_recom
141,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_inconv,social_problematic,health_recommended,priority
142,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_inconv,social_problematic,health_priority,priority
143,parents_usual,has_nurs_proper,form_complete,children_3,housing_less_conv,finance_inconv,social_problematic,health_not_recom,not_recom
144,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_convenient,social_nonprob,health_recommended,priority
145,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_convenient,social_nonprob,health_priority,priority
146,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_convenient,social_nonprob,health_not_recom,not_recom
147,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_convenient,social_slightly_prob,health_recommended,priority
148,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_convenient,social_slightly_prob,health_priority,priority
149,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_convenient,social_slightly_prob,health_not_recom,not_recom
150,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_convenient,social_problematic,health_recommended,priority
151,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_convenient,social_problematic,health_priority,priority
152,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_convenient,social_problematic,health_not_recom,not_recom
153,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_inconv,social_nonprob,health_recommended,priority
154,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_inconv,social_nonprob,health_priority,priority
155,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_inconv,social_nonprob,health_not_recom,not_recom
156,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_inconv,social_slightly_prob,health_recommended,priority
157,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_inconv,social_slightly_prob,health_priority,priority
158,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_inconv,social_slightly_prob,health_not_recom,not_recom
159,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_inconv,social_problematic,health_recommended,priority
160,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_inconv,social_problematic,health_priority,priority
161,parents_usual,has_nurs_proper,form_complete,children_3,housing_critical,finance_inconv,social_problematic,health_not_recom,not_recom
162,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_convenient,social_nonprob,health_recommended,very_recom
163,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_convenient,social_nonprob,health_priority,priority
164,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_convenient,social_nonprob,health_not_recom,not_recom
165,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_convenient,social_slightly_prob,health_recommended,very_recom
166,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_convenient,social_slightly_prob,health_priority,priority
167,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_convenient,social_slightly_prob,health_not_recom,not_recom
168,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_convenient,social_problematic,health_recommended,priority
169,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_convenient,social_problematic,health_priority,priority
170,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_convenient,social_problematic,health_not_recom,not_recom
171,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_inconv,social_nonprob,health_recommended,priority
172,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_inconv,social_nonprob,health_priority,priority
173,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_inconv,social_nonprob,health_not_recom,not_recom
174,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_inconv,social_slightly_prob,health_recommended,priority
175,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_inconv,social_slightly_prob,health_priority,priority
176,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_inconv,social_slightly_prob,health_not_recom,not_recom
177,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_inconv,social_problematic,health_recommended,priority
178,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_inconv,social_problematic,health_priority,priority
179,parents_usual,has_nurs_proper,form_complete,children_more,housing_convenient,finance_inconv,social_problematic,health_not_recom,not_recom
180,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_convenient,social_nonprob,health_recommended,priority
181,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_convenient,social_nonprob,health_priority,priority
182,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_convenient,social_nonprob,health_not_recom,not_recom
183,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_convenient,social_slightly_prob,health_recommended,priority
184,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_convenient,social_slightly_prob,health_priority,priority
185,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_convenient,social_slightly_prob,health_not_recom,not_recom
186,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_convenient,social_problematic,health_recommended,priority
187,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_convenient,social_problematic,health_priority,priority
188,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_convenient,social_problematic,health_not_recom,not_recom
189,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_inconv,social_nonprob,health_recommended,priority
190,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_inconv,social_nonprob,health_priority,priority
191,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_inconv,social_nonprob,health_not_recom,not_recom
192,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_inconv,social_slightly_prob,health_recommended,priority
193,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_inconv,social_slightly_prob,health_priority,priority
194,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_inconv,social_slightly_prob,health_not_recom,not_recom
195,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_inconv,social_problematic,health_recommended,priority
196,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_inconv,social_problematic,health_priority,priority
197,parents_usual,has_nurs_proper,form_complete,children_more,housing_less_conv,finance_inconv,social_problematic,health_not_recom,not_recom
198,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_convenient,social_nonprob,health_recommended,priority
199,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_convenient,social_nonprob,health_priority,priority
200,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_convenient,social_nonprob,health_not_recom,not_recom
201,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_convenient,social_slightly_prob,health_recommended,priority
202,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_convenient,social_slightly_prob,health_priority,priority
203,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_convenient,social_slightly_prob,health_not_recom,not_recom
204,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_convenient,social_problematic,health_recommended,priority
205,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_convenient,social_problematic,health_priority,priority
206,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_convenient,social_problematic,health_not_recom,not_recom
207,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_inconv,social_nonprob,health_recommended,priority
208,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_inconv,social_nonprob,health_priority,priority
209,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_inconv,social_nonprob,health_not_recom,not_recom
210,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_inconv,social_slightly_prob,health_recommended,priority
211,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_inconv,social_slightly_prob,health_priority,priority
212,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_inconv,social_slightly_prob,health_not_recom,not_recom
213,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_inconv,social_problematic,health_recommended,priority
214,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_inconv,social_problematic,health_priority,priority
215,parents_usual,has_nurs_proper,form_complete,children_more,housing_critical,finance_inconv,social_problematic,health_not_recom,not_recom
216,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_convenient,social_nonprob,health_recommended,very_recom
217,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_convenient,social_nonprob,health_priority,priority
218,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_convenient,social_nonprob,health_not_recom,not_recom
219,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_convenient,social_slightly_prob,health_recommended,very_recom
220,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_convenient,social_slightly_prob,health_priority,priority
221,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_convenient,social_slightly_prob,health_not_recom,not_recom
222,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_convenient,social_problematic,health_recommended,priority
223,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_convenient,social_problematic,health_priority,priority
224,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_convenient,social_problematic,health_not_recom,not_recom
225,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_inconv,social_nonprob,health_recommended,very_recom
226,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_inconv,social_nonprob,health_priority,priority
227,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_inconv,social_nonprob,health_not_recom,not_recom
228,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_inconv,social_slightly_prob,health_recommended,very_recom
229,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_inconv,social_slightly_prob,health_priority,priority
230,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_inconv,social_slightly_prob,health_not_recom,not_recom
231,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_inconv,social_problematic,health_recommended,priority
232,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_inconv,social_problematic,health_priority,priority
233,parents_usual,has_nurs_proper,form_completed,children_1,housing_convenient,finance_inconv,social_problematic,health_not_recom,not_recom
234,parents_usual,has_nurs_proper,form_completed,children_1,housing_less_conv,finance_convenient,social_nonprob,health_recommended,very_recom
235,parents_usual,has_nurs_proper,form_completed,children_1,housing_less_conv,finance_convenient,social_nonprob,health_priority,priority
236,parents_usual,has_nurs_proper,form_completed,children_1,housing_less_conv,finance_convenient,social_nonprob,health_not_recom,not_recom
237,parents_usual,has_nurs_proper,form_completed,children_1,housing_less_conv,finance_convenient,social_slightly_prob,health_recommended,very_recom
238,parents_usual,has_nurs_proper,form_completed,children_1,housing_less_conv,finance_convenient,social_slightly_prob,health_priority,priority
239,parents_usual,has_nurs_proper,form_completed,children_1,housing_less_conv,finance_convenient,social_slightly_prob,health_not_recom,not_recom
240,parents_usual,has_nurs_proper,form_completed,children_1,housing_less_conv,finance_convenient,social_problematic,health_recommended,priority
241,parents_usual,has_nurs_proper,form_completed,children_1,housing_less_conv,finance_convenient,social_problematic,health_priority,priority
242,parents_usual,has_nurs_proper,form_completed,children_1,housing_less_conv,finance_convenient,social_problematic,health_not_recom,not_recom
